API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Sep 21 19:49:13 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Hubble Space Telescope (spacecraft) (-48) {source: hst}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2003-Feb-02 06:00:00.0000 TDB
Stop  time      : A.D. 2003-Feb-02 14:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2452672.915277778, A.D. 2003-Feb-02 09:58:00.0000, -6.718161094578315E-01,  6.559637759766134E-01,  2.843762030292794E-01, -1.524141821173621E-02, -1.385066020809947E-02, -2.615320312768878E-03,
2452672.915972222, A.D. 2003-Feb-02 09:59:00.0000, -6.718266145753606E-01,  6.559540972753735E-01,  2.843743869778774E-01, -1.501167274983493E-02, -1.402177183370078E-02, -2.616424583665521E-03,
2452672.916666667, A.D. 2003-Feb-02 10:00:00.0000, -6.718369568484016E-01,  6.559443044124305E-01,  2.843725670509162E-01, -1.477259507054848E-02, -1.417932580977391E-02, -2.626478036804514E-03,
2452672.917361111, A.D. 2003-Feb-02 10:01:00.0000, -6.718471301487637E-01,  6.559344070423887E-01,  2.843707370453187E-01, -1.452520703537480E-02, -1.432264226730456E-02, -2.645440712009178E-03,
2452672.918055556, A.D. 2003-Feb-02 10:02:00.0000, -6.718571290708092E-01,  6.559244152709803E-01,  2.843688907991536E-01, -1.427056696385419E-02, -1.445110233433191E-02, -2.673234096090652E-03,
2452672.918750000, A.D. 2003-Feb-02 10:03:00.0000, -6.718669489551824E-01,  6.559143396117257E-01,  2.843670222183095E-01, -1.400976502396693E-02, -1.456415091315392E-02, -2.709741430005061E-03,
2452672.919444445, A.D. 2003-Feb-02 10:04:00.0000, -6.718765859092835E-01,  6.559041909407626E-01,  2.843651253028960E-01, -1.374391847055153E-02, -1.466129916756201E-02, -2.754808192614551E-03,
2452672.920138889, A.D. 2003-Feb-02 10:05:00.0000, -6.718860368243907E-01,  6.558939804500543E-01,  2.843631941732481E-01, -1.347416675646546E-02, -1.474212670723373E-02, -2.808242758549229E-03,
2452672.920833333, A.D. 2003-Feb-02 10:06:00.0000, -6.718952993893484E-01,  6.558837195991877E-01,  2.843612230954158E-01, -1.320166654190354E-02, -1.480628345854525E-02, -2.869817226511402E-03,
2452672.921527778, A.D. 2003-Feb-02 10:07:00.0000, -6.719043721007627E-01,  6.558734200659845E-01,  2.843592065060218E-01, -1.292758662770141E-02, -1.485349121326138E-02, -2.939268413269527E-03,
2452672.922222222, A.D. 2003-Feb-02 10:08:00.0000, -6.719132542696574E-01,  6.558630936961494E-01,  2.843571390363734E-01, -1.265310283857250E-02, -1.488354484877996E-02, -3.016299007576852E-03,
2452672.922916667, A.D. 2003-Feb-02 10:09:00.0000, -6.719219460245673E-01,  6.558527524521870E-01,  2.843550155357205E-01, -1.237939288208424E-02, -1.489631321580293E-02, -3.100578877330928E-03,
2452672.923611111, A.D. 2003-Feb-02 10:10:00.0000, -6.719304483110585E-01,  6.558424083618180E-01,  2.843528310935541E-01, -1.210763120877433E-02, -1.489173969144311E-02, -3.191746522480451E-03,
2452672.924305555, A.D. 2003-Feb-02 10:11:00.0000, -6.719387628876867E-01,  6.558320734661275E-01,  2.843505810608489E-01, -1.183898389818534E-02, -1.486984239781312E-02, -3.289410665488894E-03,
2452672.925000000, A.D. 2003-Feb-02 10:12:00.0000, -6.719468923184191E-01,  6.558217597676772E-01,  2.843482610701542E-01, -1.157460359476855E-02, -1.483071408805374E-02, -3.393151970589658E-03,
2452672.925694444, A.D. 2003-Feb-02 10:13:00.0000, -6.719548399615634E-01,  6.558114791788123E-01,  2.843458670544492E-01, -1.131562451662743E-02, -1.477452170351631E-02, -3.502524882610385E-03,
2452672.926388889, A.D. 2003-Feb-02 10:14:00.0000, -6.719626099552616E-01,  6.558012434703878E-01,  2.843433952646814E-01, -1.106315755896269E-02, -1.470150560740000E-02, -3.617059575805724E-03,
2452672.927083333, A.D. 2003-Feb-02 10:15:00.0000, -6.719702071996231E-01,  6.557910642211383E-01,  2.843408422859145E-01, -1.081828551289066E-02, -1.461197850154849E-02, -3.736264002908780E-03,
2452672.927777778, A.D. 2003-Feb-02 10:16:00.0000, -6.719776373355822E-01,  6.557809527679093E-01,  2.843382050520217E-01, -1.058205841907785E-02, -1.450632403433047E-02, -3.859626034479007E-03,
2452672.928472222, A.D. 2003-Feb-02 10:17:00.0000, -6.719849067205835E-01,  6.557709201569590E-01,  2.843354808588628E-01, -1.035548907438652E-02, -1.438499510856289E-02, -3.986615678582826E-03,
2452672.929166667, A.D. 2003-Feb-02 10:18:00.0000, -6.719920224012027E-01,  6.557609770965388E-01,  2.843326673758944E-01, -1.013954870852091E-02, -1.424851189930550E-02, -4.116687370863741E-03,
2452672.929861111, A.D. 2003-Feb-02 10:19:00.0000, -6.719989920828331E-01,  6.557511339109464E-01,  2.843297626561677E-01, -9.935162846495881E-03, -1.409745959206406E-02, -4.249282325140488E-03,
2452672.930555556, A.D. 2003-Feb-02 10:20:00.0000, -6.720058240965652E-01,  6.557414004962470E-01,  2.843267651446760E-01, -9.743207371674277E-03, -1.393248585252348E-02, -4.383830934780015E-03,
2452672.931250000, A.D. 2003-Feb-02 10:21:00.0000, -6.720125273634091E-01,  6.557317862778381E-01,  2.843236736850190E-01, -9.564504803128088E-03, -1.375429803940785E-02, -4.519755215221899E-03,
2452672.931944444, A.D. 2003-Feb-02 10:22:00.0000, -6.720191113560102E-01,  6.557223001700401E-01,  2.843204875243608E-01, -9.399820800192785E-03, -1.356366017246603E-02, -4.656471278158086E-03,
2452672.932638889, A.D. 2003-Feb-02 10:23:00.0000, -6.720255860580204E-01,  6.557129505378695E-01,  2.843172063166621E-01, -9.249860906295903E-03, -1.336138966793299E-02, -4.793391827988276E-03,
2452672.933333333, A.D. 2003-Feb-02 10:24:00.0000, -6.720319619212954E-01,  6.557037451611605E-01,  2.843138301241739E-01, -9.115267543469805E-03, -1.314835385418030E-02, -4.929928671242107E-03,
2452672.934027778, A.D. 2003-Feb-02 10:25:00.0000, -6.720382498210945E-01,  6.556946912011742E-01,  2.843103594171890E-01, -8.996617268320116E-03, -1.292546628058591E-02, -5.065495229736503E-03,
2452672.934722222, A.D. 2003-Feb-02 10:26:00.0000, -6.720444610094717E-01,  6.556857951698420E-01,  2.843067950720498E-01, -8.894418299725397E-03, -1.269368283311451E-02, -5.199509048201026E-03,
2452672.935416667, A.D. 2003-Feb-02 10:27:00.0000, -6.720506070670427E-01,  6.556770629017667E-01,  2.843031383674208E-01, -8.809108327985185E-03, -1.245399767047291E-02, -5.331394287123294E-03,
2452672.936111111, A.D. 2003-Feb-02 10:28:00.0000, -6.720566998533340E-01,  6.556684995291044E-01,  2.842993909788383E-01, -8.741052614704176E-03, -1.220743899536813E-02, -5.460584191414383E-03,
2452672.936805556, A.D. 2003-Feb-02 10:29:00.0000, -6.720627514559150E-01,  6.556601094594338E-01,  2.842955549715575E-01, -8.690542392116429E-03, -1.195506467588342E-02, -5.586523525466198E-03,
2452672.937500000, A.D. 2003-Feb-02 10:30:00.0000, -6.720687741385222E-01,  6.556518963567152E-01,  2.842916327917228E-01, -8.657793570038116E-03, -1.169795773281651E-02, -5.708670964972576E-03,
2452672.938194444, A.D. 2003-Feb-02 10:31:00.0000, -6.720747802883967E-01,  6.556438631254208E-01,  2.842876272558951E-01, -8.642945757957659E-03, -1.143722170957175E-02, -5.826501435774719E-03,
2452672.938888889, A.D. 2003-Feb-02 10:32:00.0000, -6.720807823630507E-01,  6.556360118979190E-01,  2.842835415389754E-01, -8.646061609014761E-03, -1.117397594209436E-02, -5.939508389842075E-03,
2452672.939583333, A.D. 2003-Feb-02 10:33:00.0000, -6.720867928366925E-01,  6.556283440251705E-01,  2.842793791605720E-01, -8.667126491715530E-03, -1.090935074726344E-02, -6.047206008387072E-03,
2452672.940277778, A.D. 2003-Feb-02 10:34:00.0000, -6.720928241465381E-01,  6.556208600707886E-01,  2.842751439698644E-01, -8.706048494170988E-03, -1.064448254912799E-02, -6.149131322036677E-03,
2452672.940972222, A.D. 2003-Feb-02 10:35:00.0000, -6.720988886392411E-01,  6.556135598084993E-01,  2.842708401290264E-01, -8.762658764415499E-03, -1.038050896333374E-02, -6.244846237970583E-03,
2452672.941666667, A.D. 2003-Feb-02 10:36:00.0000, -6.721049985176759E-01,  6.556064422230257E-01,  2.842664720952749E-01, -8.836712188953547E-03, -1.011856386102252E-02, -6.333939463997872E-03,
2452672.942361111, A.D. 2003-Feb-02 10:37:00.0000, -6.721111657883102E-01,  6.555995055143976E-01,  2.842620446016206E-01, -8.927888410099789E-03, -9.859772434348733E-03, -6.416028319699263E-03,
2452672.943055556, A.D. 2003-Feb-02 10:38:00.0000, -6.721174022094007E-01,  6.555927471056854E-01,  2.842575626364024E-01, -9.035793180926116E-03, -9.605246286515472E-03, -6.490760425021744E-03,
2452672.943750000, A.D. 2003-Feb-02 10:39:00.0000, -6.721237192402454E-01,  6.555861636541255E-01,  2.842530314216947E-01, -9.159960054728312E-03, -9.356078569846028E-03, -6.557815257087114E-03,
2452672.944444444, A.D. 2003-Feb-02 10:40:00.0000, -6.721301279917257E-01,  6.555797510656014E-01,  2.842484563906798E-01, -9.299852403896981E-03, -9.113339195841692E-03, -6.616905566471694E-03,
2452672.945138889, A.D. 2003-Feb-02 10:41:00.0000, -6.721366391783617E-01,  6.555735045124201E-01,  2.842438431640911E-01, -9.454865760952171E-03, -8.878070141405320E-03, -6.667778644832412E-03,
2452672.945833333, A.D. 2003-Feb-02 10:42:00.0000, -6.721432630721036E-01,  6.555674184543054E-01,  2.842391975258282E-01, -9.624330472316873E-03, -8.651280875398574E-03, -6.710217436495098E-03,
2452672.946527778, A.D. 2003-Feb-02 10:43:00.0000, -6.721500094580699E-01,  6.555614866625237E-01,  2.842345253978579E-01, -9.807514653198438E-03, -8.433943929438189E-03, -6.744041487475727E-03,
2452672.947222222, A.D. 2003-Feb-02 10:44:00.0000, -6.721568875924419E-01,  6.555557022470249E-01,  2.842298328145152E-01, -1.000362742976403E-02, -8.226990636302903E-03, -6.769107726367157E-03,
2452672.947916667, A.D. 2003-Feb-02 10:45:00.0000, -6.721639061627004E-01,  6.555500576864812E-01,  2.842251258963227E-01, -1.021182245268044E-02, -8.031307058516419E-03, -6.785311072578275E-03,
2452672.948611111, A.D. 2003-Feb-02 10:46:00.0000, -6.721710732503970E-01,  6.555445448610810E-01,  2.842204108234487E-01, -1.043120166408478E-02, -7.847730128593175E-03, -6.792584868544236E-03,
2452672.949305556, A.D. 2003-Feb-02 10:47:00.0000, -6.721783962966194E-01,  6.555391550879214E-01,  2.842156938089292E-01, -1.066081929820120E-02, -7.677044021096974E-03, -6.790901133716072E-03,
2452672.950000000, A.D. 2003-Feb-02 10:48:00.0000, -6.721858820703118E-01,  6.555338791588371E-01,  2.842109810717748E-01, -1.089968609416576E-02, -7.519976775080190E-03, -6.780270639366123E-03,
2452672.950694445, A.D. 2003-Feb-02 10:49:00.0000, -6.721935366395899E-01,  6.555287073804810E-01,  2.842062788100886E-01, -1.114677369819040E-02, -7.377197183678447E-03, -6.760742804489035E-03,
2452672.951388889, A.D. 2003-Feb-02 10:50:00.0000, -6.722013653461677E-01,  6.555236296164674E-01,  2.842015931743183E-01, -1.140101923103159E-02, -7.249311965653502E-03, -6.732405414315732E-03,
2452672.952083333, A.D. 2003-Feb-02 10:51:00.0000, -6.722093727830104E-01,  6.555186353313784E-01,  2.841969302407630E-01, -1.166132999583824E-02, -7.136863231552841E-03, -6.695384164165875E-03,
2452672.952777778, A.D. 2003-Feb-02 10:52:00.0000, -6.722175627752961E-01,  6.555137136364231E-01,  2.841922959854574E-01, -1.192658830085981E-02, -7.040326254924288E-03, -6.649842032522143E-03,
2452672.953472222, A.D. 2003-Feb-02 10:53:00.0000, -6.722259383647593E-01,  6.555088533365350E-01,  2.841876962585466E-01, -1.219565637120333E-02, -6.960107556733228E-03, -6.595978488296629E-03,
2452672.954166667, A.D. 2003-Feb-02 10:54:00.0000, -6.722345017974694E-01,  6.555040429786921E-01,  2.841831367592675E-01, -1.246738132383500E-02, -6.896543308825453E-03, -6.534028538256803E-03,
2452672.954861111, A.D. 2003-Feb-02 10:55:00.0000, -6.722432545150785E-01,  6.554992709012298E-01,  2.841786230116440E-01, -1.274060018031722E-02, -6.849898060004334E-03, -6.464261621471415E-03,
2452672.955555555, A.D. 2003-Feb-02 10:56:00.0000, -6.722521971495566E-01,  6.554945252839273E-01,  2.841741603409995E-01, -1.301414489233950E-02, -6.820363786090381E-03, -6.386980358410855E-03,
2452672.956250000, A.D. 2003-Feb-02 10:57:00.0000, -6.722613295214146E-01,  6.554897941986421E-01,  2.841697538513861E-01, -1.328684735591527E-02, -6.808059263244654E-03, -6.302519162983700E-03,
2452672.956944444, A.D. 2003-Feb-02 10:58:00.0000, -6.722706506413978E-01,  6.554850656602667E-01,  2.841654084040222E-01, -1.355754439114057E-02, -6.813029761900826E-03, -6.211242726305845E-03,
2452672.957638889, A.D. 2003-Feb-02 10:59:00.0000, -6.722801587156212E-01,  6.554803276777884E-01,  2.841611285968244E-01, -1.382508266561601E-02, -6.835247056892816E-03, -6.113544381377736E-03,
2452672.958333333, A.D. 2003-Feb-02 11:00:00.0000, -6.722898511540963E-01,  6.554755683052347E-01,  2.841569187451144E-01, -1.408832354097136E-02, -6.874609747810289E-03, -6.009844358092243E-03,
2452672.959027778, A.D. 2003-Feb-02 11:01:00.0000, -6.722997245825941E-01,  6.554707756922888E-01,  2.841527828635729E-01, -1.434614782336231E-02, -6.930943882278188E-03, -5.900587938116787E-03,
2452672.959722222, A.D. 2003-Feb-02 11:02:00.0000, -6.723097748577652E-01,  6.554659381343717E-01,  2.841487246495078E-01, -1.459746040028952E-02, -7.004003873747953E-03, -5.786243519196762E-03,
2452672.960416667, A.D. 2003-Feb-02 11:03:00.0000, -6.723199970854390E-01,  6.554610441219862E-01,  2.841447474674960E-01, -1.484119474757332E-02, -7.093473704506973E-03, -5.667300598327994E-03,
2452672.961111111, A.D. 2003-Feb-02 11:04:00.0000, -6.723303856419997E-01,  6.554560823891294E-01,  2.841408543354524E-01, -1.507631729176294E-02, -7.198968403952505E-03, -5.544267683059847E-03,
2452672.961805556, A.D. 2003-Feb-02 11:05:00.0000, -6.723409341987409E-01,  6.554510419605866E-01,  2.841370479121718E-01, -1.530183161463281E-02, -7.320035791722554E-03, -5.417670139934371E-03,
2452672.962500000, A.D. 2003-Feb-02 11:06:00.0000, -6.723516357490784E-01,  6.554459121979245E-01,  2.841333304863856E-01, -1.551678248768187E-02, -7.456158475007155E-03, -5.288047988763041E-03,
2452672.963194444, A.D. 2003-Feb-02 11:07:00.0000, -6.723624826385034E-01,  6.554406828440145E-01,  2.841297039673673E-01, -1.572025972568333E-02, -7.606756089253402E-03, -5.155953651110439E-03,
2452672.963888889, A.D. 2003-Feb-02 11:08:00.0000, -6.723734665971458E-01,  6.554353440659147E-01,  2.841261698771145E-01, -1.591140184930847E-02, -7.771187771493643E-03, -5.021949661015482E-03,
2452672.964583333, A.D. 2003-Feb-02 11:09:00.0000, -6.723845787748112E-01,  6.554298864959612E-01,  2.841227293441318E-01, -1.608939954766005E-02, -7.948754855634746E-03, -4.886606345655332E-03,
2452672.965277778, A.D. 2003-Feb-02 11:10:00.0000, -6.723958097783500E-01,  6.554243012709090E-01,  2.841193830988335E-01, -1.625349893219274E-02, -8.138703779209803E-03, -4.750499483363617E-03,
2452672.965972222, A.D. 2003-Feb-02 11:11:00.0000, -6.724071497112112E-01,  6.554185800689863E-01,  2.841161314705761E-01, -1.640300457396914E-02, -8.340229191267983E-03, -4.614207946173504E-03,
2452672.966666667, A.D. 2003-Feb-02 11:12:00.0000, -6.724185882150285E-01,  6.554127151447235E-01,  2.841129743863321E-01, -1.653728231653754E-02, -8.552477251257693E-03, -4.478311333859596E-03,
2452672.967361111, A.D. 2003-Feb-02 11:13:00.0000, -6.724301145130793E-01,  6.554066993614271E-01,  2.841099113710067E-01, -1.665576185687132E-02, -8.774549108822843E-03, -4.343387606368933E-03,
2452672.968055556, A.D. 2003-Feb-02 11:14:00.0000, -6.724417174554524E-01,  6.554005262211779E-01,  2.841069415493961E-01, -1.675793908693073E-02, -9.005504554511819E-03, -4.210010721455828E-03,
2452672.968750000, A.D. 2003-Feb-02 11:15:00.0000, -6.724533855657575E-01,  6.553941898922374E-01,  2.841040636497829E-01, -1.684337818835107E-02, -9.244365831220012E-03, -4.078748284433650E-03,
2452672.969444444, A.D. 2003-Feb-02 11:16:00.0000, -6.724651070892025E-01,  6.553876852337546E-01,  2.841012760091558E-01, -1.691171347277420E-02, -9.490121596077799E-03, -3.950159217005414E-03,
2452672.970138889, A.D. 2003-Feb-02 11:17:00.0000, -6.724768700418566E-01,  6.553810078176732E-01,  2.840985765800405E-01, -1.696265096021870E-02, -9.741731021988564E-03, -3.824791452402919E-03,
2452672.970833333, A.D. 2003-Feb-02 11:18:00.0000, -6.724886622609183E-01,  6.553741539477457E-01,  2.840959629389191E-01, -1.699596968790885E-02, -9.998128027601125E-03, -3.703179664248024E-03,
2452672.971527778, A.D. 2003-Feb-02 11:19:00.0000, -6.725004714557959E-01,  6.553671206755679E-01,  2.840934322962138E-01, -1.701152274199985E-02, -1.025822562376308E-02, -3.585843036873792E-03,
2452672.972222222, A.D. 2003-Feb-02 11:20:00.0000, -6.725122852598063E-01,  6.553599058135604E-01,  2.840909815078021E-01, -1.700923800479351E-02, -1.052092036369633E-02, -3.473283085149518E-03,
2452672.972916667, A.D. 2003-Feb-02 11:21:00.0000, -6.725240912822930E-01,  6.553525079448261E-01,  2.840886070880279E-01, -1.698911861032536E-02, -1.078509688317640E-02, -3.365981532182246E-03,
2452672.973611111, A.D. 2003-Feb-02 11:22:00.0000, -6.725358771609556E-01,  6.553449264298298E-01,  2.840863052241642E-01, -1.695124310165963E-02, -1.104963251593837E-02, -3.264398253579501E-03,
2452672.974305556, A.D. 2003-Feb-02 11:23:00.0000, -6.725476306141852E-01,  6.553371614098497E-01,  2.840840717922789E-01, -1.689576528387532E-02, -1.131340196839495E-02, -3.168969297237520E-03,
2452672.975000000, A.D. 2003-Feb-02 11:24:00.0000, -6.725593394931885E-01,  6.553292138071680E-01,  2.840819023744469E-01, -1.682291376758068E-02, -1.157528203656877E-02, -3.080104987845750E-03,
2452672.975694444, A.D. 2003-Feb-02 11:25:00.0000, -6.725709918336878E-01,  6.553210853219759E-01,  2.840797922772480E-01, -1.673299119886382E-02, -1.183415634695680E-02, -2.998188125449596E-03,
2452672.976388889, A.D. 2003-Feb-02 11:26:00.0000, -6.725825759069759E-01,  6.553127784259839E-01,  2.840777365514799E-01, -1.662637317287651E-02, -1.208892010188920E-02, -2.923572287476008E-03,
2452672.977083333, A.D. 2003-Feb-02 11:27:00.0000, -6.725940802701045E-01,  6.553042963527408E-01,  2.840757300130125E-01, -1.650350682974832E-02, -1.233848480887054E-02, -2.856580243581359E-03,
2452672.977777778, A.D. 2003-Feb-02 11:28:00.0000, -6.726054938149901E-01,  6.552956430846794E-01,  2.840737672647000E-01, -1.636490913322659E-02, -1.258178297242926E-02, -2.797502492519681E-03,
2452672.978472222, A.D. 2003-Feb-02 11:29:00.0000, -6.726168058162132E-01,  6.552868233369247E-01,  2.840718427192643E-01, -1.621116483431079E-02, -1.281777272619914E-02, -2.746595929940256E-03,
2452672.979166667, A.D. 2003-Feb-02 11:30:00.0000, -6.726280059772946E-01,  6.552778425379107E-01,  2.840699506230552E-01, -1.604292412416986E-02, -1.304544238234405E-02, -2.704082655604495E-03,
2452672.979861111, A.D. 2003-Feb-02 11:31:00.0000, -6.726390844752377E-01,  6.552687068068743E-01,  2.840680850805856E-01, -1.586089998276513E-02, -1.326381487504665E-02, -2.670148927960775E-03,
2452672.980555556, A.D. 2003-Feb-02 11:32:00.0000, -6.726500320031249E-01,  6.552594229283064E-01,  2.840662400797408E-01, -1.566586523180503E-02, -1.347195207464419E-02, -2.644944273335099E-03,
2452672.981250000, A.D. 2003-Feb-02 11:33:00.0000, -6.726608398105693E-01,  6.552499983234584E-01,  2.840644095175477E-01, -1.545864930289592E-02, -1.366895894911763E-02, -2.628580756193675E-03,
2452672.981944445, A.D. 2003-Feb-02 11:34:00.0000, -6.726714997418273E-01,  6.552404410190181E-01,  2.840625872263937E-01, -1.524013473397120E-02, -1.385398755004839E-02, -2.621132416018902E-03,
2452672.982638889, A.D. 2003-Feb-02 11:35:00.0000, -6.726820042713864E-01,  6.552307596130857E-01,  2.840607670005763E-01, -1.501125340924398E-02, -1.402624080083992E-02, -2.622634875328555E-03,
2452672.983333333, A.D. 2003-Feb-02 11:36:00.0000, -6.726923465368617E-01,  6.552209632385926E-01,  2.840589426230648E-01, -1.477298255997917E-02, -1.418497606596834E-02, -2.633085122273527E-03,
2452672.984027778, A.D. 2003-Feb-02 11:37:00.0000, -6.727025203690354E-01,  6.552110615243234E-01,  2.840571078923501E-01, -1.452634054528823E-02, -1.432950848125152E-02, -2.652441470093001E-03,
2452672.984722222, A.D. 2003-Feb-02 11:38:00.0000, -6.727125203188969E-01,  6.552010645537146E-01,  2.840552566492631E-01, -1.427238243386733E-02, -1.445921402659995E-02, -2.680623694506260E-03,
2452672.985416667, A.D. 2003-Feb-02 11:39:00.0000, -6.727223416815513E-01,  6.551909828216124E-01,  2.840533828036354E-01, -1.401219540909688E-02, -1.457353232440163E-02, -2.717513348899887E-03,
2452672.986111111, A.D. 2003-Feb-02 11:40:00.0000, -6.727319805168844E-01,  6.551808271891866E-01,  2.840514803606804E-01, -1.374689402116747E-02, -1.467196914856954E-02, -2.762954255949995E-03,
2452672.986805555, A.D. 2003-Feb-02 11:41:00.0000, -6.727414336668819E-01,  6.551706088372075E-01,  2.840495434469741E-01, -1.347761531087878E-02, -1.475409863130108E-02, -2.816753173122473E-03,
2452672.987500000, A.D. 2003-Feb-02 11:42:00.0000, -6.727506987695258E-01,  6.551603392178966E-01,  2.840475663359152E-01, -1.320551383045223E-02, -1.481956515673035E-02, -2.878680628342266E-03,
2452672.988194444, A.D. 2003-Feb-02 11:43:00.0000, -6.727597742692046E-01,  6.551500300055748E-01,  2.840455434725473E-01, -1.293175658711196E-02, -1.486808493284611E-02, -2.948471921033695E-03,
2452672.988888889, A.D. 2003-Feb-02 11:44:00.0000, -6.727686594235912E-01,  6.551396930463316E-01,  2.840434694976327E-01, -1.265751793531496E-02, -1.489944723526384E-02, -3.025828282726133E-03,
2452672.989583333, A.D. 2003-Feb-02 11:45:00.0000, -6.727773543069624E-01,  6.551293403069456E-01,  2.840413392708648E-01, -1.238397444336893E-02, -1.491351531863347E-02, -3.110418190507493E-03,
2452672.990277778, A.D. 2003-Feb-02 11:46:00.0000, -6.727858598099521E-01,  6.551189838232888E-01,  2.840391478931200E-01, -1.211229975978235E-02, -1.491022699359637E-02, -3.201878825802876E-03,
2452672.990972222, A.D. 2003-Feb-02 11:47:00.0000, -6.727941776357457E-01,  6.551086356484465E-01,  2.840368907276472E-01, -1.184365950406750E-02, -1.488959486924098E-02, -3.299817670267251E-03,
2452672.991666667, A.D. 2003-Feb-02 11:48:00.0000, -6.728023102927398E-01,  6.550983078007834E-01,  2.840345634201032E-01, -1.157920620590483E-02, -1.485170626291385E-02, -3.403814230010137E-03,
2452672.992361111, A.D. 2003-Feb-02 11:49:00.0000, -6.728102610837129E-01,  6.550880122121885E-01,  2.840321619173495E-01, -1.132007431559590E-02, -1.479672278099785E-02, -3.513421878922137E-03,
2452672.993055556, A.D. 2003-Feb-02 11:50:00.0000, -6.728180340915587E-01,  6.550777606767243E-01,  2.840296824849275E-01, -1.106737530763955E-02, -1.472487957585359E-02, -3.628169811538084E-03,
2452672.993750000, A.D. 2003-Feb-02 11:51:00.0000, -6.728256341616616E-01,  6.550675647999016E-01,  2.840271217231431E-01, -1.082219289808007E-02, -1.463648428552201E-02, -3.747565095649370E-03,
2452672.994444444, A.D. 2003-Feb-02 11:52:00.0000, -6.728330668809921E-01,  6.550574359488009E-01,  2.840244765816921E-01, -1.058557839505866E-02, -1.453191566400480E-02, -3.871094814749662E-03,
2452672.995138889, A.D. 2003-Feb-02 11:53:00.0000, -6.728403385540282E-01,  6.550473852032495E-01,  2.840217443727686E-01, -1.035854620076326E-02, -1.441162191097420E-02, -3.998228290359358E-03,
2452672.995833333, A.D. 2003-Feb-02 11:54:00.0000, -6.728474561756110E-01,  6.550374233082603E-01,  2.840189227826048E-01, -1.014206948177272E-02, -1.427611871063144E-02, -4.128419374299814E-03,
2452672.996527778, A.D. 2003-Feb-02 11:55:00.0000, -6.728544274008552E-01,  6.550275606279330E-01,  2.840160098813967E-01, -9.937076023639522E-03, -1.412598699014564E-02, -4.261108801068885E-03,
2452672.997222222, A.D. 2003-Feb-02 11:56:00.0000, -6.728612605122538E-01,  6.550178071010040E-01,  2.840130041315783E-01, -9.744444284486306E-03, -1.396187040868829E-02, -4.395726590580785E-03,
2452672.997916667, A.D. 2003-Feb-02 11:57:00.0000, -6.728679643841131E-01,  6.550081721982332E-01,  2.840099043944123E-01, -9.564999661411284E-03, -1.378447258855714E-02, -4.531694491662604E-03,
2452672.998611111, A.D. 2003-Feb-02 11:58:00.0000, -6.728745484444749E-01,  6.549986648817978E-01,  2.840067099348737E-01, -9.399510982624154E-03, -1.359455410028932E-02, -4.668428456824895E-03,
2452672.999305556, A.D. 2003-Feb-02 11:59:00.0000, -6.728810226346854E-01,  6.549892935668631E-01,  2.840034204248070E-01, -9.248687237453054E-03, -1.339292921401838E-02, -4.805341138940061E-03,
2452673.000000000, A.D. 2003-Feb-02 12:00:00.0000, -6.728873973667793E-01,  6.549800660854864E-01,  2.840000359443459E-01, -9.113174555702059E-03, -1.318046242969838E-02, -4.941844400530172E-03,
2452673.000694444, A.D. 2003-Feb-02 12:01:00.0000, -6.728936834788567E-01,  6.549709896530030E-01,  2.839965569815893E-01, -8.993553447208343E-03, -1.295806479914116E-02, -5.077351826440574E-03,
2452673.001388889, A.D. 2003-Feb-02 12:02:00.0000, -6.728998921886369E-01,  6.549620708370337E-01,  2.839929844305363E-01, -8.890336311959708E-03, -1.272669005327960E-02, -5.211281230637769E-03,
2452673.002083333, A.D. 2003-Feb-02 12:03:00.0000, -6.729060350453788E-01,  6.549533155292460E-01,  2.839893195872842E-01, -8.803965230583608E-03, -1.248733054845635E-02, -5.343057147883159E-03,
2452673.002777778, A.D. 2003-Feb-02 12:04:00.0000, -6.729121238803683E-01,  6.549447289199863E-01,  2.839855641445065E-01, -8.734810044589595E-03, -1.224101304619605E-02, -5.472113300887031E-03,
2452673.003472222, A.D. 2003-Feb-02 12:05:00.0000, -6.729181707561732E-01,  6.549363154758989E-01,  2.839817201842286E-01, -8.683166735176403E-03, -1.198879434143352E-02, -5.597895033506115E-03,
2452673.004166667, A.D. 2003-Feb-02 12:06:00.0000, -6.729241879148805E-01,  6.549280789206234E-01,  2.839777901689278E-01, -8.649256108896171E-03, -1.173175675499286E-02, -5.719861700355694E-03,
